"subjID"	"choice"	"outcome"
20	1	1
20	1	-1
20	2	1
20	1	-1
20	2	1
20	2	-1
20	1	-1
20	2	-1
20	1	-1
20	1	1
20	1	-1
20	2	1
20	2	1
20	2	1
20	2	1
20	2	1
20	2	1
20	1	1
20	1	1
20	1	1
20	1	-1
20	2	1
20	2	-1
20	1	1
20	1	1
20	1	1
20	1	1
20	1	1
20	1	1
20	1	-1
20	2	-1
20	1	1
20	1	1
20	1	-1
20	1	-1
20	2	-1
20	1	-1
20	2	1
20	1	-1
20	2	1
20	1	-1
20	2	1
20	2	-1
20	1	-1
20	1	-1
20	1	-1
20	1	-1
20	1	1
20	1	1
20	1	1
20	1	-1
20	1	-1
20	1	1
20	1	-1
20	1	-1
20	1	1
20	1	1
20	1	-1
20	1	1
20	1	1
20	1	1
20	1	1
20	1	1
20	1	-1
20	1	1
20	1	-1
20	1	1
20	1	1
20	1	1
20	1	1
20	1	1
20	1	-1
20	1	1
20	1	-1
20	1	-1
20	1	-1
20	2	1
20	1	-1
20	1	-1
20	2	-1
20	1	-1
20	2	1
20	1	-1
20	2	1
20	2	1
20	1	-1
20	1	-1
20	1	1
20	1	1
20	1	-1
20	1	1
20	1	1
20	1	1
20	1	1
20	1	1
20	1	1
20	1	1
20	1	1
20	1	1
20	1	1
20	1	-1
20	1	-1
20	1	-1
20	1	-1
20	2	1
20	2	1
20	2	-1
20	2	1
20	1	1
20	1	-1
20	2	1
20	2	1
20	2	1
20	2	1
20	2	-1
20	1	1
20	1	-1
20	2	-1
20	1	1
20	1	1
20	1	-1
20	2	1
20	2	-1
20	1	1
20	1	1
20	1	1
20	1	1
20	1	1
20	1	1
20	1	1
20	1	-1
20	2	-1
20	1	-1
20	1	-1
20	2	1
20	2	1
20	2	1
20	2	1
20	2	1
20	2	-1
20	1	-1
20	1	-1
20	2	1
20	2	1
20	2	-1
